movie_id,title,original_title,original_language,release_date,runtime,budget,revenue,vote_average,vote_count,popularity,genres,production_companies,production_countries,release_year,release_month,director,actors
373991,파울볼,파울볼,ko,2015-04-02,87,0,0,5.0,1,2.4606,['다큐멘터리'],"['TPS Company', 'Opus Pictures', 'JO Entertainment']",['KR'],2015.0,4.0,Cho Jung-lae,"Kim Seong-geun, Cho Jin-woong"
374002,트렁크,트렁크,ko,2013-10-24,13,0,0,0.0,0,0.0789,['스릴러'],[],['KR'],2013.0,10.0,Kim Hyeoncheol,"Park Yeong, Lee Jun-hyeok, Lee Su-yeon, Han Yeongeun"
374111,히말라야,히말라야,ko,2015-12-16,125,0,50544493,6.483,29,1.5465,"['모험', '드라마']","['JK Film', 'CJ Entertainment']",['KR'],2015.0,12.0,Lee Suk-hoon,"Hwang Jung-min, Jung Woo, Cho Seong-ha, Kim In-kwon, Ra Mi-ran"
374909,짓2 : 붉은 낙타,짓2 : 붉은 낙타,ko,2015-08-06,84,0,0,4.0,5,0.7513,"['로맨스', '스릴러']",[],['KR'],2015.0,8.0,No Zin-soo,"Kim Min-ki, Ko Won, Ryu Han-hong, Park Jong-hwan, Kang Mi"
374922,라이브TV,라이브TV,ko,2014-10-03,86,0,0,4.2,4,0.191,"['공포', '스릴러']","['Pareto Works', 'Cubros']",['KR'],2014.0,10.0,Kim Sun-ung,"Yeon Je-wook, Go Eun-ah, Yeon Song-ha, Kang Yeon-woo, Oh Kwang-rok"
375122,미스터 컴퍼니,미스터 컴퍼니,ko,2014-02-27,85,0,4086,0.0,0,0.0281,['다큐멘터리'],"['Indiestory', '1014 Pictures']",['KR'],2014.0,2.0,Min Hwan-ki,"Kim Jin-hwa, Kim Bang-ho, Ko Yoo-Kyeong, Lee Mi-Kyeong, Hwang Jeong-jin"
375448,48미터,48미터,ko,2013-07-04,97,0,0,6.0,1,0.7344,['드라마'],[],['KR'],2013.0,7.0,Min Baek-du,"Park Hyo-ju, Ahn Se-ho, Ju Min-ha, Lee Jin-hui, Ha Seok"
376012,해에게서 소년에게,해에게서 소년에게,ko,2015-11-19,79,0,0,5.5,2,0.72,['드라마'],"['Tiger Cinema', 'D.seeD', 'DGC']",['KR'],2015.0,11.0,Ahn Seul-Gi,"Kim Ho-won, Shin Yeon-woo, Kim Ga Hyun, Kim Ga Hyun"
376252,그날의 분위기,그날의 분위기,ko,2016-01-14,103,0,0,7.2,46,0.8937,"['로맨스', '코미디']","['Showbox', 'Moon Film']",['KR'],2016.0,1.0,Cho Kyu-jang,"Moon Chae-won, Yoo Yeon-seok, Jo Jae-yun, Kim Seul-ki, Park Min-woo"
376494,순정,순정,ko,2016-02-24,113,0,0,7.9,62,1.4939,"['드라마', '로맨스']","['Little Big Pictures', 'Jupiter Film']",['KR'],2016.0,2.0,Lee Eun-hee,"Doh Kyung-soo, Kim So-hyun, Yeon Jun-seok, David Lee, Joo Ah-reum"
376847,나를 잊지 말아요,나를 잊지 말아요,ko,2016-01-07,106,0,0,8.136,33,0.6103,"['로맨스', '드라마', '미스터리']","['CJ Entertainment', 'Artist Company']",['KR'],2016.0,1.0,Lee Yoon-jeong,"Jung Woo-sung, Kim Ha-neul, On Ju-wan, Im Joo-eun, Jang Young-nam"
376858,하숙집 2,하숙집 2,ko,2016-01-07,92,0,0,7.2,5,3.1612,['로맨스'],[],['KR'],2016.0,1.0,Jeong Tae-ryeong,"Jeong Neom-chyeo, Eun Ha, Ryoo Hyeon-ah, Kim Do-hee, Yu Da-eun"
377101,감금의 시간,감금의 시간,ko,2015-12-03,100,0,0,7.3,6,1.704,"['범죄', '스릴러']",[],['KR'],2015.0,12.0,Kim Dae-seong-I,"Jeon Cho-bin, Heo Dong-won, Ji Jeong-woo, Bo Ri"
378084,잡아야 산다,잡아야 산다,ko,2016-01-07,96,0,500,6.2,26,0.9664,"['액션', '코미디']",['Opus Pictures'],['KR'],2016.0,1.0,Oh In-chun,"Kim Seung-woo, Kim Jung-tae, Han Sang-hyuk, Shin Kang-Woo, Kim Min-gue"
378348,검사외전,검사외전,ko,2016-02-03,126,0,0,6.9,109,1.2922,"['범죄', '코미디', '액션']","['Sanai Pictures', 'Moonlight Film']",['KR'],2016.0,2.0,Lee Il-hyung,"Hwang Jung-min, Gang Dong-won, Lee Sung-min, Park Sung-woong, Kim Eung-soo"
378537,4등,4등,ko,2016-04-13,116,0,0,7.0,12,1.106,['드라마'],"['Prain Global', 'CGV Arthouse', 'National Human Rights Commission of Korea', 'Jung Ji-woo Film', 'Finecut']",['KR'],2016.0,4.0,Jung Ji-woo,"Yoo Jae-sang, Park Hae-joon, Lee Hang-na, Choi Moo-seong, Jung Ga-ram"
378639,공부의 나라,공부의 나라,ko,2015-10-01,90,0,0,6.8,5,0.1856,['다큐멘터리'],"['Visualantics', 'Boda Media Group']","['BE', 'KR']",2015.0,10.0,Steven Dhoedt,
378763,하프,하프,ko,2016-01-21,96,0,0,5.0,1,1.2295,['드라마'],"['Mindullae Pictures', 'Indieplug']",['KR'],2016.0,1.0,Kim Se-yeon,"Ahn Yong-jun, Jung You-seok, Moon Se-yoon, Song Young-gyu, Jin Hye-Kyung"
378915,사랑에도 저작권이 있나요,사랑에도 저작권이 있나요?,ko,2015-05-21,111,0,0,4.0,2,1.3135,['코미디'],[],[],2015.0,5.0,Choi Kyeong-jin,"Wang Bit-na, Choi Jae-hwan, Lee Kyoo-hyung"
379016,길 위에서,길 위에서,ko,2013-05-23,104,0,0,7.0,1,0.0621,['다큐멘터리'],"['BaekDu-DaeGan Flims', 'Seesaw Pictures', 'CJ ENM']",['KR'],2013.0,5.0,Lee Chang-jae,
379017,순천,순천,ko,2014-09-04,64,0,0,0.0,0,0.0143,['다큐멘터리'],['Indieplug'],['KR'],2014.0,9.0,Lee Hong-ki,"Yoon Woo-sook, Cha Il-Sun, Jongsun Kim"
379880,오빠생각,오빠생각,ko,2016-01-21,123,0,0,8.278,27,0.701,"['드라마', '전쟁']","['Next Entertainment World', 'Joy Rabbit']",['KR'],2016.0,1.0,Lee Han,"Yim Si-wan, Ko A-sung, Lee Hee-jun, Lee Jun-hyeok, Jeong Joon-won"
379887,좋아해줘,좋아해줘,ko,2016-02-17,123,0,0,7.286,21,1.0927,"['로맨스', '코미디']","['CJ Entertainment', 'JK Film', 'Leeyang Film', 'Stone Comics Entertainment']",['KR'],2016.0,2.0,Park Hyun-jin,"Lee Mi-yeon, Yoo Ah-in, Kim Joo-hyuk, Choi Ji-woo, Kang Ha-neul"
380254,"로봇, 소리","로봇, 소리",ko,2016-01-27,117,0,0,6.9,15,1.2082,"['드라마', 'SF']","['Lotte Entertainment', 'DCG Plus']",['KR'],2016.0,1.0,Lee Ho-jae,"Lee Sung-min, Shim Eun-kyung, Lee Hanee, Chae Soo-bin, Lee Hee-jun"
381189,소통과 거짓말,소통과 거짓말,ko,2017-11-09,103,0,0,4.4,5,0.3432,['드라마'],"['SURPLUS PROJECT', 'MOVement', 'MCMC']",['KR'],2017.0,11.0,Lee Seung-won,"Jang Sun, Kim Kwon-hoo, Kim Sun-young, Kim Ah-hyun, Lee Yoo-rin"
381375,글로리데이,글로리데이,ko,2015-10-01,93,0,0,6.6,28,1.0501,['드라마'],"['Atnine Film', 'Filament Pictures', 'Bori Pictures']",['KR'],2015.0,10.0,Choi Jung-yol,"Kim Ji-soo, Suho, Ryu Jun-yeol, Kim Hee-chan, Kim Dong-wan"
381860,내 청춘에게 고함,내 청춘에게 고함,ko,2006-05-13,126,900,0,6.4,7,1.6566,['드라마'],[],['KR'],2006.0,5.0,Kim Young-nam,"Kim Tae-woo, Kim Hye-na, Lee Sang-woo, Kim Nam-gil, Baek Jeong-rim"
381999,청춘정담,청춘정담,ko,2013-11-21,97,0,0,5.0,1,1.1748,"['로맨스', '드라마', '코미디']",[],['KR'],2013.0,11.0,Moon In-soo,"Go Kyung-pyo, Song Sam-dong, Cha Hyun-jung"
382118,파리의 한국남자,파리의 한국남자,ko,2016-01-09,86,810000,0,5.3,7,0.5066,['드라마'],"['Neon Productions', 'kth', 'Mountain Pictures', 'Dongnyuk Film']","['FR', 'KR']",2016.0,1.0,Jeon Soo-il,"Cho Jae-hyun, Jeong Ji-in, Mi Kwan Lock, David Decraene"
382139,몽골리안 프린세스,몽골리안 프린세스,ko,2015-03-19,80,0,0,5.8,4,1.0236,"['드라마', '로맨스']",[],['KR'],2015.0,3.0,Jung Dan-woo,"Jung Dan-woo, Elisabeth Garcia, Park Ha-na, Hong Seok-cheon, Kim Jong-soo"
382214,미션스쿨,미션스쿨,ko,2015-11-15,62,0,0,0.0,0,0.2078,['드라마'],[],['KR'],2015.0,11.0,Kang Ui-Suk,"Paul Lee, Lim Jung-Eun"
382217,가려진 시간,가려진 시간,ko,2016-11-10,129,0,0,7.2,180,1.1666,"['판타지', '드라마']",['Barunson E&A'],['KR'],2016.0,11.0,Um Tae-hwa,"Gang Dong-won, Shin Eun-soo, Lee Hyo-je, Kim Hie-won, Kwon Hae-hyo"
382220,마스터,마스터,ko,2016-12-21,143,0,0,7.0,98,1.211,"['범죄', '액션']",['Zip Cinema'],['KR'],2016.0,12.0,Cho Ui-seok,"Lee Byung-hun, Gang Dong-won, Kim Woo-bin, Uhm Ji-won, Oh Dal-su"
382336,동주,동주,ko,2016-02-17,110,0,0,7.8,20,0.9798,"['드라마', '역사']","['M-Line Distribution', 'Luz y Sonidos', 'Plus M Entertainment']",['KR'],2016.0,2.0,Lee Joon-ik,"Kang Ha-neul, Park Jeong-min, Kim In-woo, Choi Hong-il, Kim Jung-pal"
382458,맛있는 정사: 오피스 와이프,맛있는 정사: 오피스 와이프,ko,2015-11-17,64,0,0,4.5,2,0.225,"['로맨스', '드라마']",[],[],2015.0,11.0,Kim Hak-mook,Han Yu-mi
382766,뽀로로 극장판 컴퓨터 왕국 대모험,뽀로로 극장판 컴퓨터 왕국 대모험,ko,2015-12-10,62,0,0,7.3,3,0.4631,"['애니메이션', '가족', '판타지', '모험', 'SF']",['OCON Studios'],['KR'],2015.0,12.0,Park Young-kyun,"Lee Sun, Lee Mi-ja, Ham Su-jung, Hong So-young, Chung Mi-sook"
383040,굿바이 그리고 헬로우,굿바이 그리고 헬로우,ko,2015-12-24,82,0,0,7.0,1,0.2739,['드라마'],[],['KR'],2015.0,12.0,Han Changkeun,"Seo Ha-jun, Choi Jong-nam, Ji Chan"
383045,욕망의 독: 중독,욕망의 독: 중독,ko,2014-09-25,91,0,0,5.348,23,2.1372,"['미스터리', '스릴러']",[],[],2014.0,9.0,Yoon Yeo-chang,"Kim Sun-young, Hong Kyung-in, Lee Jeong-woo, Park Se-jin, Lee Seol-gu"
383548,죽기 전에 해야 할 몇 가지 것들,죽기 전에 해야 할 몇 가지 것들,ko,2009-07-09,83,0,0,7.0,1,0.0261,['드라마'],[],['KR'],2009.0,7.0,Park Seong-beom,Namgung Eunsook
383557,환상,환상,ko,2014-12-24,80,0,0,3.0,2,0.582,"['드라마', '로맨스']",[],[],2014.0,12.0,Lee Soong-hwan,"Park Jae-hoon, Choi Sung-hee, Jung Wook, Kim Mi-yeon, Han Sung-sik"
383582,울보,울보,ko,2016-01-28,98,0,500,8.0,2,0.4538,['드라마'],"['SOIL FILM', 'Opus Pictures']",['KR'],2016.0,1.0,Rhee Jin-woo,"Jang Yoo-sang, Ha Yoon-kyung, Lee Seo-jun, Choi Joon-ha, Yang Seung-joon"
383583,멜리스,멜리스,ko,2016-02-11,95,0,500,4.6,4,1.4357,['스릴러'],"['Lime Orange Factory Co., Ltd.']",['KR'],2016.0,2.0,Kim Yong-woon,"Hong Soo-ah, Lim Seong-eon, Yang Myeong-heon, Jo Han-sun, Jo Deok-jae"
384127,남과 여,남과 여,ko,2016-02-25,115,0,0,6.818,66,1.5523,"['드라마', '로맨스']","['Bom Film Productions', 'Showbox']",['KR'],2016.0,2.0,Lee Yoon-ki,"Jeon Do-yeon, Gong Yoo, Park Byung-eun, Lee Ru-ahn, Park Min-ji"
384163,사랑의 스잔나,秋霞,cn,1976-07-28,105,0,0,7.0,1,0.9894,"['로맨스', '드라마']","['Orange Sky Golden Harvest', 'Dong-a Export']","['TW', 'KR', 'HK']",1976.0,7.0,Sung Tsun Shou,"Chelsia Chan, Kenny Bee, Guan Shan, Kim Yeong-suk, Lee Seung-ryong"
384285,도시락,도시락,ko,2009-08-06,85,0,0,0.0,0,0.0311,['액션'],[],[],2009.0,8.0,Yeo Myeong-jun,Min Young
384490,나쁜 나라,나쁜 나라,ko,2015-12-03,120,0,0,8.3,3,0.5261,['다큐멘터리'],"['4.16 세월호 참사 시민기록위원회', 'Cinema Dal']",['KR'],2015.0,12.0,Kim Jin-yeol,"Moon So-ri, Pope Francis, Moon Jae-in, Park Young-sun, Kim Ki-chun"
384641,귀향,귀향,ko,2016-02-24,127,0,0,7.3,27,1.2144,"['드라마', '역사']","['JO Entertainment', 'WAW Pictures']",['KR'],2016.0,2.0,Cho Jung-lae,"Kang Ha-na, Choi Ri, Seo Mi-ji, Son Sook, Yi Seung-hyeon"
384748,우리들,우리들,ko,2016-06-16,94,0,0,7.427,48,0.7848,['드라마'],"['ATO', 'Atnine Film', 'Filament Pictures']",['KR'],2016.0,6.0,Yoon Ga-eun,"Choi Soo-in, Seol Hye-in, Lee Seo-yeon, Kang Min-joon, Kim Hee-joon"
385017,불륜의 시대,불륜의 시대,ko,2012-02-13,98,0,0,4.8,5,0.5642,['드라마'],['TreeFilm'],['KR'],2012.0,2.0,Jeon Kyu-hwan,"Yoon Dong-hwan, Choi Won-jung, Nollaig Walsh, Shin Ye-an, Park Geon-lak"
385137,봉이 김선달,봉이 김선달,ko,2016-07-06,121,0,0,7.1,29,1.3947,"['역사', '코미디']","['SNK Pictures', 'CJ Entertainment', 'M Pictures']",['KR'],2016.0,7.0,Park Dae-min,"Yoo Seung-ho, Cho Jae-hyun, Ko Chang-seok, Ra Mi-ran, Xiumin"
385141,하숙집,하숙집,ko,2014-02-25,94,0,0,4.8,5,2.4102,['로맨스'],['늘푸른시네마'],['KR'],2014.0,2.0,Gyeong Seok-Ho,"Kwon Ki-ha, Jang Ha-ram, Yang Geun-seok, Han Chae-min, Bae Mi-ra"
385257,잉여들의 히치하이킹,잉여들의 히치하이킹,ko,2013-11-28,106,0,0,7.0,1,0.0731,['다큐멘터리'],['CGV Arthouse'],['KR'],2013.0,11.0,Lee Ho-jae,"Lee Ho-jae, Lee Hyunhak, Ha Seung yeop, Kim Hui"
385261,해어화,해어화,ko,2016-04-13,120,120,0,7.895,62,1.3934,"['로맨스', '드라마', '역사']","['Lotte Entertainment', 'The LAMP']",['KR'],2016.0,4.0,Park Heung-sik,"Han Hyo-joo, Chun Woo-hee, Yoo Yeon-seok, Park Sung-woong, Jang Young-nam"
385262,최강전사 미니특공대 : 새로운 악당의 습격,최강전사 미니특공대 : 새로운 악당의 습격,ko,2015-02-05,60,0,0,0.0,0,0.1178,['애니메이션'],['SAMG Entertainment'],['KR'],2015.0,2.0,Lee Young-jun,
385439,소녀와 여자,소녀와 여자,ko,2016-06-16,95,0,0,0.0,0,0.5311,['다큐멘터리'],['Dreaming Oasis'],"['ET', 'KE', 'KR', 'UG']",2016.0,6.0,Kim Hyo-jung,"Eliza Guti, Anitia Kwamboka"
385895,고백할 수 없는,고백할 수 없는,ko,2016-03-31,91,0,0,5.0,2,0.3866,"['드라마', '스릴러']",[],['KR'],2016.0,3.0,Choi In-kyu,"Bae Sung-woo, Han Je-in"
385962,시간이탈자,시간이탈자,ko,2016-04-13,107,0,0,7.0,52,1.7299,"['드라마', '로맨스', '스릴러', '판타지']","['CJ Entertainment', 'Sang Sang Film']",['KR'],2016.0,4.0,Kwak Jae-yong,"Lim Soo-jung, Cho Jung-seok, Lee Jin-uk, Jung Jin-young, Lee Ki-woo"
386240,지구에서 사는 법,지구에서 사는 법,ko,2008-09-24,93,0,0,0.0,0,0.3664,"['드라마', 'SF']",['Indiestory'],['KR'],2008.0,9.0,Ahn Seul-Gi,"Park Byung-eun, Jo Si-nae, Jang So-yeon, Park Sun-woo, Kim Ji-hoon"
386858,사랑이 이긴다,사랑이 이긴다,ko,2015-09-10,100,0,0,3.7,3,1.0915,['가족'],[],['KR'],2015.0,9.0,Min Byung-hun,"Jang Hyun-sung, Choi Jung-won, Oh Yoo-jin, Choi Min-chul, Hwang Jeong-min"
386861,P.S. 걸,P.S. 걸,ko,2016-02-04,91,0,0,5.4,17,1.8983,"['로맨스', '스릴러']",[],[],2016.0,2.0,Won Seok-ho,"Kwon Hae-sung, Kang Eun-hye, Lee Eun-mi, Lee Chang-yong, Ham Min-ji"
386871,관음증,관음증,ko,2016-02-25,100,0,0,3.7,3,2.225,['로맨스'],[],['KR'],2016.0,2.0,Lee Sang-Bin,"Gong Teyu, Choi Sung-hee, Tsukasa Aoi, Im Mi-joo, Jung Ji-eun"
387777,히야,히야,ko,2016-03-10,109,0,0,0.0,0,1.8827,['드라마'],"['9ers Entertainment', 'Major Town', 'Like Contents']",['KR'],2016.0,3.0,Kim Ji-yeon,"Lee Ho-won, Ahn Bo-hyun, Park Cheol-min, Kang Min-ah, Jung Kyung-ho"
387810,뜨거운 이웃,뜨거운 이웃,ko,2016-01-28,65,0,0,4.917,6,1.6624,"['드라마', '로맨스']",[],['KR'],2016.0,1.0,Lee Jun,"Lee Chae-dam, Kim Seon-yong"
387814,맛있는 덫-정사,맛있는 덫-정사,ko,2015-10-07,87,0,0,6.667,3,1.0154,"['로맨스', '스릴러']",[],['KR'],2015.0,10.0,Sin Jeong-gyoon,"No Seong-gyoon, Han Soo-yeon-I"
387819,사랑오감,사랑오감,ko,2015-02-12,96,0,0,5.0,1,0.5783,"['로맨스', '드라마']",[],['KR'],2015.0,2.0,Han Cheol-soo,"Ryu Seung-ryong, Kim Gyu-ri, Hwanhee, Hong So-hee, Kim Min-jun"
387825,여배우 섹스 스캔들,Actress SEX Scandal,ko,2015-12-31,60,0,0,4.0,1,0.1327,"['드라마', '로맨스']",[],['KR'],2015.0,12.0,,
387830,외출,외출,ko,2015-06-11,80,0,0,5.5,2,1.4902,['로맨스'],['Four Seasons of Younghwasa'],['KR'],2015.0,6.0,Gi Dae-ho,"Jung Seo-yoon, Jeon Hyeon-soo, Jeon Eun-jin, Joo In-cheol, Kim Moon-jong"
387833,위험한 중독,위험한 중독,ko,2015-12-24,92,0,0,5.7,3,0.4863,"['로맨스', '드라마']",[],['KR'],2015.0,12.0,Choi-yul Guan-hee,"Ko Won, Hwang Ji-hoo, Ryu Han-hong, Cha Hee-yeon"
387834,유부녀들,유부녀들,ko,2015-10-14,90,0,0,7.0,2,2.6552,"['드라마', '로맨스']",['늘푸른시네마'],['KR'],2015.0,10.0,Gyeong Seok-Ho,"Han Chae-you, Je Dong-hwa, Lee Ha-roo, Kim So-hyeon-II, Park Ji-chan"
387839,전원일기: 젖소농장새댁,전원일기: 젖소농장새댁,ko,2015-12-15,91,0,0,7.0,1,1.6644,"['드라마', '로맨스']",[],['KR'],2015.0,12.0,Han Dong-Ho,Lim Song-yi
387846,청춘학당 2: 기생난입야사,청춘학당 2: 기생난입야사,ko,2016-03-03,98,0,0,3.75,6,0.9968,['코미디'],[],['KR'],2016.0,3.0,Kim Dae-seong-I,"Jeon Hyeon-soo, Ji Eun-seo, Jung Myung-seo, Baek In-Kwon, Kim Hye-jin"
387848,친구엄마,친구엄마,ko,2015-11-12,101,0,0,5.864,11,8.7647,"['드라마', '로맨스']",['Milk Pictures'],['KR'],2015.0,11.0,Kong Ja-kwan,"Kim Young-sam, Ah Ri, Kim Hae-jin, Park Cho-hyeon, Kim Jae-rok"
387886,계춘할망,계춘할망,ko,2016-05-19,116,0,0,7.9,53,1.4941,['드라마'],"['Content Zio', 'Michigan Venture Capital', 'Mirovision']",['KR'],2016.0,5.0,Chang,"Youn Yuh-jung, Kim Go-eun, Kim Hie-won, Shin Eun-jung, Yang Ik-june"
387960,터치 바이 터치,터치 바이 터치,ko,2015-04-30,75,0,0,7.0,5,1.3631,"['드라마', '로맨스', '코미디']",[],['KR'],2015.0,4.0,Kim Ho-joon,"Hwang Chan-woo, Ha Na-kyeong, Koo Ji-sung, Lee Jae-hyeok, Son Hee-soon"
388110,아이돌 섹스 스캔들,아이돌 섹스 스캔들,ko,2016-03-17,60,0,0,6.0,1,0.6362,['로맨스'],[],['KR'],2016.0,3.0,Yamappi,Joo Hee
388619,위대한 소원,위대한 소원,ko,2016-04-20,93,0,0,7.4,12,1.8433,['코미디'],['Brainshower'],['KR'],2016.0,4.0,Nam Dae-joong,"Ryu Deok-hwan, Ahn Jae-hong, Kim Dong-young, Jeon No-min, Jeon Mi-seon"
389113,죽여주는 여자,죽여주는 여자,ko,2016-10-06,111,0,0,6.758,33,0.9079,['드라마'],"['Korean Academy of Film Arts', 'CGV Arthouse', 'Korean Film Council']",['KR'],2016.0,10.0,E J-yong,"Youn Yuh-jung, Jeon Moo-song, Yoon Kye-sang, An A-zu, Kim Hye-yoon"
389114,위켄즈,위켄즈,ko,2016-12-22,94,0,0,4.8,4,0.2981,['다큐멘터리'],"['MOVement', 'BANDAL Doc.', 'Seesaw Pictures']",['KR'],2016.0,12.0,Lee Dong-ha,
389359,라면 먹고 갈래?,라면 먹고 갈래?,ko,2016-03-17,75,0,0,4.0,1,0.342,['로맨스'],[],['KR'],2016.0,3.0,Byakko,Do Mo-se
389868,서울역,서울역,ko,2016-08-17,93,0,2021735,6.506,453,1.9563,"['애니메이션', '공포', 'SF', '액션', '스릴러']","['Studio Dadashow', 'Next Entertainment World', 'Myung Films', 'Finecut']",['KR'],2016.0,8.0,Yeon Sang-ho,"Ryu Seung-ryong, Shim Eun-kyung, Lee Joon, Kim Jae-rok, Jang Hyuk-jin"
390291,엘 꼰도르 빠사,엘꼰도르 빠사,ko,2016-02-27,87,0,0,0.0,0,1.1888,"['드라마', '음악']",[],['KR'],2016.0,2.0,Song Jae-yong,"Kang Ye-won, Yoo danbi, Hyunsuk Choi, Ahn Jae-wook"
390292,방 안의 코끼리,방 안의 코끼리,ko,2016-03-03,99,0,0,5.5,2,1.6525,[],"['Korean Academy of Film Arts', 'Indiestory']",['KR'],2016.0,3.0,Kwon Chil-in,"Kwak Si-yang, Shin Dong-mi, Kim Joon-bae, Mi Ram, Seo Jun-young"
390433,널 기다리며,널 기다리며,ko,2016-03-10,108,0,0,7.2,70,1.961,"['범죄', '스릴러']","['Soojak Film', '모티브랩', 'Next Entertainment World', 'DCG Plus']",['KR'],2016.0,3.0,Mo Hong-jin,"Shim Eun-kyung, Kim Seung-o, Yoon Je-moon, Oh Tae-kyung, Jung Hae-kyun"
390497,터널,터널,ko,2016-08-10,126,1000000,52444295,7.305,610,2.3042,"['스릴러', '드라마']","['BA Entertainment', 'Showbox']",['KR'],2016.0,8.0,Kim Seong-hun,"Ha Jung-woo, Bae Doona, Oh Dal-su, Shin Jung-keun, Nam Ji-hyun"
391267,미안해 사랑해 고마워,미안해 사랑해 고마워,ko,2015-10-28,115,0,0,7.0,2,2.0536,['드라마'],[],['KR'],2015.0,10.0,Jeon Yun-su,"Ji Jin-hee, Kim Sung-kyun, Sung Yu-ri, Kim Yeong-cheol, Lee Kye-in"
391423,입영전야,입영전야,ko,2016-04-05,90,0,0,6.0,2,2.4514,['로맨스'],[],['KR'],2016.0,4.0,Yoo Seung-taek,"Kim Seung-wook, Han Seol-hwa, Heo Yoon-joo, Kim Sang-cheol-I, Lim Hyeong-soon"
391734,마지막 위안부,마지막 위안부,ko,2015-08-13,0,0,0,10.0,1,0.4387,"['역사', '전쟁', '드라마']",[],['KR'],2015.0,8.0,Lim Seon,"Moon Si-ho, Kim Mi-young, Rei, Jeong Hee-ro"
391892,커터,커터,ko,2016-03-30,102,0,0,6.2,5,0.8043,"['드라마', '범죄']",['Storm Pictures Korea'],['KR'],2016.0,3.0,Jung Hee-Sung,"Choi Tae-joon, Kim Si-hoo, Mun Ka-young, Han Jeong-woo, Lee Seung-yeon"
392909,수색역,수색역,ko,2016-03-31,112,0,0,7.2,2,0.3168,"['드라마', '범죄', '액션']",['영화사 만화경'],['KR'],2016.0,3.0,Choi Seung-yeon,"Maeng Se-chang, Gong Myoung, Lee Tae-hwan, Lee Jin-seong, Kim Ki-hyun"
393070,"날, 보러와요","날, 보러와요",ko,2016-04-07,91,0,0,6.742,33,1.3612,"['미스터리', '스릴러']","['OAL', 'Plus M Entertainment']",['KR'],2016.0,4.0,Lee Cheol-ha,"Kang Ye-won, Lee Sang-yun, Choi Jin-ho, Ji Dae-han, Kim Jong-soo"
393380,대배우,대배우,ko,2016-03-30,108,0,0,6.7,3,0.9411,['코미디'],"['영화사 다', 'Little Big Pictures', 'Daemyung Culture Factory']",['KR'],2016.0,3.0,Seok Min-u,"Oh Dal-su, Yoon Je-moon, Lee Kyung-young, Jin-kyoung, Go U-rim"
393985,특별수사: 사형수의 편지,특별수사: 사형수의 편지,ko,2016-05-19,120,0,0,8.0,14,0.8798,"['범죄', '코미디', '드라마']","['Next Entertainment World', 'Content K']",['KR'],2016.0,5.0,Kwon Jong-kwan,"Kim Myung-min, Kim Hyang-gi, Sung Dong-il, Kim Young-ae, Park Hyuk-kwon"
394110,엽기적인 그녀 2,엽기적인 그녀 2,ko,2016-04-22,99,0,0,4.8,11,2.1261,"['코미디', '로맨스']","['Beijing Sky Wheel Media', 'Little Big Pictures', 'Shin Cine Communications', 'Mirovision']","['CN', 'KR']",2016.0,4.0,Joh Keun-shik,"Cha Tae-hyun, Victoria Song, Bae Sung-woo, Mina Fujii, Song Ok-suk"
394170,탐정 홍길동: 사라진 마을,탐정 홍길동: 사라진 마을,ko,2016-05-04,125,0,67054,6.815,62,1.6467,"['액션', '드라마']","['Bidangil Pictures', 'CJ Entertainment']",['KR'],2016.0,5.0,Jo Sung-hee,"Lee Je-hoon, Kim Sung-kyun, Park Keun-hyong, Roh Jeong-eui, Go Ara"
394292,위험한 섹스,위험한 섹스,ko,2015-09-23,72,0,0,4.625,4,0.3099,['로맨스'],[],['KR'],2015.0,9.0,Lee Jun,"Choi Jeong-ah-I, Jang Chang-myung"
394995,엔조이닷컴,엔조이닷컴,ko,2016-04-28,80,0,0,5.0,2,0.5226,"['드라마', '로맨스']",[],['KR'],2016.0,4.0,,"Son Joo-yeong, Heo Jin-woo, Lee Si-an"
394997,이웃동서,이웃동서,ko,2016-05-01,81,0,0,5.667,3,1.1065,['로맨스'],[],['KR'],2016.0,5.0,Gi Dae-ho,"Park Jeong-hwan, Lee Eun-mi, Bae Geon-sik, Ah Ri, Choi Doo-yeong"
395527,"동거, 동락","동거, 동락",ko,2008-03-27,101,0,0,6.0,2,0.8481,"['로맨스', '드라마']",[],[],2008.0,3.0,Kim Tae-hee,"Kim Chung, Jo Yoon-hee, Kim Dong-wook, Jeong Seung-ho, Kil Hae-yeon"
395572,나홀로 휴가,나홀로 휴가,ko,2016-09-22,95,0,0,2.0,2,0.7997,"['드라마', '로맨스']",[],['KR'],2016.0,9.0,Cho Jae-hyun,"Park Hyuk-kwon, Lee Jun-hyeok, Kim Soo-jin, Kim Han-joon, Yoon Joo"
395851,동백꽃,동백꽃,ko,2005-09-16,90,0,0,5.2,4,1.1481,['드라마'],[],[],2005.0,9.0,So Joon-moon,"Jung Seung-kil, Kim Tae-yong, Park Mi-hyeon, Lee Eung-jae, Hwang Choon-ha"
396045,그리고 싶은 것,그리고 싶은 것,ko,2013-08-15,92,0,0,10.0,1,0.0647,['다큐멘터리'],['Cinema Dal'],['KR'],2013.0,8.0,Kwon Hyo,Kim Yeo-jin
